User ID,Concept ID,Gender,Age,SchoolClass,DegreeCarefulness,Proficiency,Stereotype
15746737,10,Male,14,2,0,0.77,intermediate
15774179,10,Female,14,2,0,0.77,intermediate
15667265,10,Female,14,2,0,0.77,intermediate
15655123,10,Female,14,2,0,0.75,intermediate
15595917,10,Male,14,2,0,0.75,intermediate
15668385,10,Male,14,2,0,0.75,intermediate
15709476,10,Male,14,2,0,0.75,intermediate
15711218,10,Male,14,2,0,0.75,intermediate
15798659,10,Female,14,2,0,0.75,intermediate
15663939,10,Female,14,2,1,0.75,intermediate
15694946,10,Male,14,2,0,0.75,intermediate
15631912,10,Female,14,2,0,0.75,intermediate
15768816,10,Male,14,2,0,0.75,intermediate
15682268,10,Male,14,2,0,0.75,intermediate
15684801,10,Male,14,2,0,0.75,intermediate
15636428,10,Female,14,2,0,0.75,intermediate
15809823,10,Male,14,2,0,0.75,intermediate
15699284,10,Female,14,2,0,0.75,beginner
15786993,10,Female,14,2,0,0.75,beginner
15709441,10,Female,14,2,0,0.75,beginner
15710257,10,Female,14,2,0,0.75,beginner
15582492,10,Male,13,1,1,0.55,beginner
15575694,10,Male,13,1,0,0.55,beginner
15756820,10,Female,13,1,0,0.55,beginner
15766289,10,Male,13,1,0,0.55,beginner
15593014,10,Male,13,1,0,0.55,beginner
15584545,10,Female,13,1,0,0.55,beginner
15675949,10,Female,13,1,1,0.55,beginner
15672091,10,Female,13,1,0,0.55,beginner
15801658,10,Male,13,1,0,0.55,beginner
15706185,10,Female,13,1,0,0.55,beginner
15789863,10,Male,13,1,0,0.55,beginner
15720943,10,Male,13,1,0,0.55,beginner
15697997,10,Female,13,1,0,0.55,beginner
15665416,10,Female,13,1,0,0.55,beginner
15660200,10,Female,13,1,0,0.55,beginner
15619653,10,Male,13,1,0,0.55,beginner
15773447,10,Male,13,1,0,0.55,beginner
15739160,10,Male,13,1,0,0.55,beginner
15689237,10,Male,13,1,0,0.55,beginner
15679297,10,Male,13,1,0,0.55,beginner
15591433,10,Male,13,1,0,0.55,beginner
15642725,10,Male,13,1,0,0.55,beginner
15701962,10,Male,13,1,0,0.55,beginner
15811613,10,Female,13,1,0,0.55,beginner
15741049,10,Male,13,1,0,0.55,beginner
15724423,10,Female,13,1,0,0.55,beginner
15574305,10,Male,13,1,0,0.55,beginner
15678168,10,Female,13,1,0,0.55,beginner
15697020,10,Female,13,1,0,0.55,beginner
15610801,10,Male,13,1,0,0.55,beginner
15745232,10,Male,13,1,0,0.55,beginner
15722758,10,Male,13,1,0,0.55,beginner
15792102,10,Female,13,1,0,0.55,beginner
15675185,10,Male,13,1,0,0.55,beginner
15801247,10,Male,13,1,0,0.55,beginner
15725660,10,Male,13,1,0,0.55,beginner
15638963,10,Female,13,1,0,0.55,beginner
15800061,10,Female,13,1,0,0.55,beginner
15578006,10,Male,13,1,0,0.55,beginner
15668504,10,Female,17,4,0,0.88,intermediate
15687491,10,Male,16,4,1,0.88,intermediate
15610403,10,Female,16,4,0,0.88,intermediate
15741094,10,Male,16,4,0,0.88,intermediate
15807909,10,Male,16,4,0,0.88,intermediate
15666141,10,Female,16,4,0,0.88,intermediate
15617134,10,Male,16,4,0,0.88,intermediate
15783029,10,Male,16,4,0,0.88,intermediate
15622833,10,Female,16,4,0,0.88,intermediate
15746422,10,Female,15,4,0,0.88,intermediate
15750839,10,Female,16,4,1,0.88,intermediate
15749130,10,Female,16,4,0,0.88,intermediate
15779862,10,Male,16,4,0,0.88,intermediate
15767871,10,Male,16,4,0,0.88,intermediate
15679651,10,Female,16,4,0,0.88,intermediate
15576219,10,Male,16,4,0,0.88,intermediate
15699247,10,Male,15,4,0,0.88,intermediate
15619087,10,Female,15,4,0,0.88,intermediate
15605327,10,Male,16,4,0,0.88,intermediate
15610140,10,Female,16,4,0,0.88,intermediate
15791174,10,Male,16,4,0,0.88,intermediate
15602373,10,Male,16,4,0,0.88,intermediate
15762605,10,Male,16,4,0,0.88,intermediate
15598840,10,Female,16,4,1,0.88,intermediate
15744279,10,Male,16,4,1,0.88,intermediate
15670619,10,Male,16,4,0,0.88,intermediate
15599533,10,Female,16,4,0,0.88,intermediate
15757837,10,Male,16,4,0,0.88,intermediate
15697574,10,Female,17,4,0,0.88,intermediate
15578738,10,Female,15,4,0,0.88,intermediate
15762228,10,Female,15,4,0,0.88,intermediate
15614827,10,Female,16,4,0,0.88,intermediate
15789815,10,Male,16,4,1,0.88,intermediate
15579781,10,Female,16,4,0,0.88,intermediate
15587013,10,Male,16,4,0,0.85,intermediate
15570932,10,Male,16,4,0,0.85,intermediate
15794661,10,Female,16,4,0,0.85,intermediate
15581654,10,Female,16,4,0,0.85,intermediate
15644296,10,Female,16,4,0,0.85,intermediate
15614420,10,Female,17,4,0,0.85,intermediate
15609653,10,Female,16,4,0,0.85,intermediate
15594577,10,Male,16,4,0,0.85,intermediate
15584114,10,Male,16,4,0,0.85,intermediate
15673367,10,Female,16,4,0,0.85,intermediate
15685576,10,Male,16,4,0,0.85,intermediate
15774727,10,Female,16,4,0,0.85,intermediate
15694288,10,Female,16,4,1,0.85,intermediate
15603319,10,Male,16,4,0,0.85,intermediate
15759066,10,Female,16,4,0,0.85,intermediate
15814816,10,Male,16,4,0,0.85,intermediate
15724402,10,Female,16,4,0,0.85,intermediate
15571059,10,Female,16,4,0,0.85,intermediate
15674206,10,Male,16,4,0,0.85,intermediate
15715160,10,Male,15,4,0,0.85,intermediate
15730448,10,Male,16,4,0,0.85,intermediate
15662067,10,Female,16,4,0,0.85,intermediate
15779581,10,Male,16,4,0,0.85,intermediate
15662901,10,Male,16,4,0,0.85,intermediate
15689751,10,Male,16,4,0,0.85,intermediate
15667742,10,Male,15,4,0,0.85,intermediate
15738448,10,Female,16,4,0,0.85,intermediate
15680243,10,Female,16,4,0,0.85,intermediate
15745083,10,Male,16,4,0,0.85,intermediate
15708228,10,Male,16,4,0,0.85,intermediate
15628523,10,Male,16,4,0,0.85,intermediate
15708196,10,Male,16,4,0,0.85,intermediate
15735549,10,Female,16,4,1,0.85,intermediate
15809347,10,Female,16,4,0,0.85,intermediate
15660866,10,Female,17,4,1,0.85,intermediate
15766609,10,Female,16,4,0,0.85,intermediate
15654230,10,Female,16,4,1,0.85,intermediate
15794566,10,Female,17,5,0,0.9,advanced
15800890,10,Female,17,5,1,0.9,advanced
15697424,10,Female,17,5,0,0.9,advanced
15724536,10,Female,17,5,1,0.9,advanced
15735878,10,Male,17,5,1,0.9,advanced
15707596,10,Female,16,5,0,0.9,advanced
15657163,10,Male,16,5,0,0.9,advanced
15622478,10,Male,17,5,0,0.9,advanced
15779529,10,Female,17,5,1,0.9,advanced
15636023,10,Male,17,5,0,0.9,advanced
15582066,10,Male,17,5,0,0.9,advanced
15666675,10,Female,16,5,0,0.9,advanced
15732987,10,Male,18,5,1,0.9,advanced
15789432,10,Female,17,5,0,0.9,advanced
15663161,10,Male,17,5,1,0.9,advanced
15694879,10,Male,17,5,1,0.9,advanced
15593715,10,Male,17,5,1,0.9,advanced
15575002,10,Female,17,5,0,0.9,advanced
15622171,10,Male,17,5,0,0.9,advanced
15795224,10,Female,17,5,1,0.9,advanced
15685346,10,Male,17,5,1,0.9,advanced
15691808,10,Female,17,5,0,0.9,advanced
15721007,10,Female,17,5,1,0.9,advanced
15794253,10,Female,17,5,1,0.9,advanced
15694453,10,Male,17,5,0,0.95,advanced
15813113,10,Male,17,5,1,0.95,advanced
15614187,10,Male,17,5,1,0.95,advanced
15619407,10,Female,17,5,0,0.95,advanced
15646227,10,Male,17,5,1,0.95,advanced
15660541,10,Male,17,5,0,0.95,advanced
15753874,10,Female,17,5,0,0.95,advanced
15617877,10,Female,17,5,0,0.95,advanced
15772073,10,Female,17,5,1,0.95,advanced
15701537,10,Male,17,5,1,0.95,advanced
15736228,10,Male,18,5,0,0.95,advanced
15780572,10,Female,16,5,1,0.95,advanced
15769596,10,Female,16,5,1,0.95,advanced
15586996,10,Female,17,5,0,0.95,advanced
15722061,10,Female,17,5,1,0.95,advanced
15638003,10,Female,17,5,0,0.95,advanced
15775590,10,Female,17,5,1,0.95,advanced
15730688,10,Male,17,5,0,0.95,advanced
15753102,10,Female,17,5,1,0.95,advanced
15810075,10,Female,17,5,0,0.95,advanced
15723373,10,Male,17,5,0,0.97,advanced
15795298,10,Female,17,5,1,0.97,advanced
15584320,10,Female,16,5,1,0.97,advanced
15724161,10,Female,16,5,0,0.97,advanced
15750056,10,Female,18,5,1,0.97,advanced
15609637,10,Female,17,5,0,0.97,advanced
15794493,10,Male,17,5,0,0.97,advanced
15569641,10,Female,17,5,1,0.97,advanced
15815236,10,Female,17,5,1,0.97,advanced
15811177,10,Female,17,5,0,0.97,advanced
15680587,10,Male,17,5,1,0.97,advanced
15672821,10,Female,17,5,1,0.97,advanced
15767681,10,Female,17,5,0,0.97,advanced
15600379,10,Male,17,5,1,0.97,advanced
15801336,10,Female,17,5,1,0.97,advanced
15721592,10,Male,17,5,0,0.97,advanced
15581282,10,Male,16,5,0,0.97,advanced
15746203,10,Female,17,5,1,0.97,advanced
15583137,10,Male,17,5,0,0.97,advanced
15680752,10,Female,17,5,0,0.97,advanced
15688172,10,Female,16,5,1,0.97,advanced
15791373,10,Male,17,5,1,0.97,advanced
15589449,10,Male,17,5,1,0.97,advanced
15692819,10,Female,17,5,1,0.97,advanced
15727467,10,Male,17,5,1,0.97,advanced
15734312,10,Male,17,5,0,0.97,advanced
15764604,10,Male,17,5,1,0.97,advanced
15613014,10,Female,17,5,1,0.97,advanced
15759684,10,Female,17,5,1,0.97,advanced
15609669,10,Female,17,5,1,0.97,advanced
15685536,10,Male,17,5,0,0.97,advanced
15750447,10,Male,17,5,1,0.97,advanced
15663249,10,Female,17,5,1,0.97,advanced
15638646,10,Male,17,5,0,0.97,advanced
15734161,10,Female,17,5,1,0.97,advanced
15631070,10,Female,17,5,0,0.97,advanced
15761950,10,Female,17,5,1,0.97,advanced
15649668,10,Male,17,5,0,0.97,advanced
15713912,10,Female,17,5,1,0.97,advanced
15586757,10,Male,17,5,1,0.97,advanced
15596522,10,Male,17,5,1,0.97,advanced
15625395,10,Male,17,5,1,0.97,advanced
15760570,10,Male,17,5,0,0.97,advanced
15566689,10,Female,17,5,0,0.97,advanced
15725794,10,Female,17,5,0,0.97,advanced
15673539,10,Male,17,5,1,0.97,advanced
15705298,10,Female,17,5,1,0.97,advanced
15675791,10,Male,17,5,0,0.97,advanced
15747043,10,Male,17,5,1,0.97,advanced
15736397,10,Female,17,5,1,0.97,advanced
15678201,10,Male,17,5,1,0.97,advanced
15720745,10,Female,17,5,1,0.97,advanced
15637593,10,Male,17,5,1,0.97,advanced
15598070,10,Female,17,5,0,0.97,advanced
15787550,10,Male,17,5,0,0.97,advanced
15603942,10,Female,17,5,0,0.97,advanced
15733973,10,Female,17,5,1,0.97,advanced
15596761,10,Male,18,6,1,0.97,advanced
15652400,10,Female,18,6,0,0.97,advanced
15717893,10,Female,18,6,0,0.97,advanced
15622585,10,Male,18,6,1,0.97,advanced
15733964,10,Female,18,6,0,0.97,advanced
15753861,10,Female,18,6,1,0.97,advanced
15747097,10,Female,18,6,0,0.99,advanced
15594762,10,Female,18,6,1,0.99,advanced
15667417,10,Female,18,6,1,0.99,advanced
15684861,10,Male,18,6,0,0.99,advanced
15742204,10,Male,18,6,1,0.99,advanced
15623502,10,Male,18,6,0,0.99,advanced
15774872,10,Female,18,6,1,0.99,advanced
15611191,10,Female,18,6,1,0.99,advanced
15674331,10,Male,18,6,0,0.99,advanced
15619465,10,Female,18,6,1,0.99,advanced
15575247,10,Female,18,6,1,0.99,advanced
15695679,10,Female,18,6,0,0.99,advanced
15713463,10,Male,18,6,0,0.99,advanced
15785170,10,Female,18,6,0,0.99,advanced
15796351,10,Male,18,6,1,0.99,advanced
15639576,10,Female,18,6,1,0.99,advanced
15693264,10,Male,18,6,0,0.99,advanced
15589715,10,Female,18,6,1,0.99,advanced
15769902,10,Male,18,6,0,0.99,advanced
15587177,10,Male,18,6,0,0.99,advanced
15814553,10,Male,18,6,1,0.99,advanced
15601550,10,Female,18,6,0,0.99,advanced
15664907,10,Male,18,6,1,0.99,advanced
15612465,10,Male,17,6,0,0.99,advanced
15810800,10,Female,17,6,0,0.99,advanced
15665760,10,Male,18,6,1,0.99,advanced
15588080,10,Female,18,6,1,0.99,advanced
15776844,10,Male,18,6,0,0.99,advanced
15717560,10,Female,18,6,0,0.99,advanced
15629739,10,Female,18,6,1,0.99,advanced
15729908,10,Male,18,6,1,0.99,advanced
15716781,10,Female,18,6,0,0.99,advanced
15646936,10,Male,18,6,1,0.99,advanced
15768151,10,Female,18,6,1,0.99,advanced
15579212,10,Male,17,6,0,0.99,advanced
15721835,10,Male,18,6,0,0.99,advanced
15800515,10,Female,18,6,1,0.99,advanced
15591279,10,Male,18,6,0,0.99,advanced
15587419,10,Female,18,6,1,0.99,advanced
15750335,10,Female,18,6,0,0.99,advanced
15699619,10,Male,18,6,1,0.99,advanced
15606472,10,Male,18,6,1,0.99,advanced
15778368,10,Male,18,6,1,0.99,advanced
15671387,10,Female,18,6,0,1,advanced
15573926,10,Male,18,6,1,1,advanced
15709183,10,Male,18,6,0,1,advanced
15577514,10,Male,18,6,1,1,advanced
15778830,10,Female,18,6,1,1,advanced
15768072,10,Female,18,6,1,1,advanced
15768293,10,Female,18,6,0,1,advanced
15654456,10,Male,18,6,1,1,advanced
15807525,10,Female,18,6,1,1,advanced
15574372,10,Female,18,6,1,1,advanced
15671249,10,Male,18,6,1,1,advanced
15779744,10,Male,17,6,0,1,advanced
15624755,10,Female,18,6,1,1,advanced
15611430,10,Female,18,6,1,1,advanced
15774744,10,Male,18,6,1,1,advanced
15629885,10,Female,18,6,0,1,advanced
15708791,10,Male,18,6,1,1,advanced
15793890,10,Female,18,6,0,1,advanced
15646091,10,Female,18,6,1,1,advanced
15596984,10,Female,18,6,0,1,advanced
15800215,10,Female,18,6,0,1,advanced
15577806,10,Male,18,6,1,1,advanced
15749381,10,Female,18,6,1,1,advanced
15683758,10,Male,18,6,0,0.95,advanced
15670615,10,Male,18,6,1,0.95,advanced
15715622,10,Female,18,6,1,0.95,advanced
15707634,10,Male,18,6,1,0.95,advanced
15806901,10,Female,18,6,1,0.95,advanced
15775335,10,Male,18,6,1,0.95,advanced
15724150,10,Female,18,6,1,0.95,advanced
15627220,10,Male,18,6,0,0.95,advanced
15672330,10,Male,18,6,1,0.95,advanced
15668521,10,Female,17,6,1,0.95,advanced
15807837,10,Male,18,6,1,0.95,advanced
15592570,10,Male,18,6,1,0.95,advanced
15748589,10,Female,18,6,1,0.95,advanced
15635893,10,Male,18,6,1,0.95,advanced
15757632,10,Female,18,6,0,0.95,advanced
15691863,10,Female,18,6,1,0.95,advanced
15706071,10,Male,18,6,1,0.95,advanced
15654296,10,Female,18,6,1,0.95,advanced
15755018,10,Male,18,6,0,0.95,advanced
15594041,10,Female,18,6,1,0.95,advanced
15624510,11,Male,13,1,0,0.65,intermediate
15810944,11,Male,13,1,0,0.65,intermediate
15668575,11,Female,13,1,0,0.65,intermediate
15603246,11,Female,13,1,0,0.65,intermediate
15804002,11,Male,13,1,0,0.65,intermediate
15728773,11,Male,13,1,0,0.65,intermediate
15598044,11,Female,13,1,0,0.65,intermediate
15694829,11,Female,13,1,1,0.65,intermediate
15600575,11,Male,13,1,0,0.65,intermediate
15727311,11,Female,13,1,0,0.65,intermediate
15570769,11,Female,13,1,0,0.65,intermediate
15606274,11,Female,13,1,0,0.65,intermediate
15746139,11,Male,14,2,0,0.65,intermediate
15704987,11,Male,14,2,0,0.75,intermediate
15628972,11,Male,14,2,0,0.75,intermediate
15697686,11,Male,15,2,0,0.75,intermediate
15733883,11,Male,15,2,1,0.75,intermediate
15617482,11,Male,14,2,1,0.75,intermediate
15704583,11,Male,14,2,1,0.8,intermediate
15621083,11,Female,14,2,1,0.8,intermediate
15649487,11,Male,14,2,1,0.8,intermediate
15736760,11,Female,14,2,1,0.8,intermediate
15714658,11,Male,14,2,1,0.8,intermediate
15599081,11,Female,15,2,1,0.8,intermediate
15705113,11,Male,14,2,1,0.8,intermediate
15631159,11,Male,14,2,1,0.8,intermediate
15792818,11,Male,14,2,1,0.8,intermediate
15633531,11,Female,14,2,1,0.8,intermediate
15744529,11,Male,14,2,0,0.8,intermediate
15669656,11,Male,14,2,0,0.8,intermediate
15581198,11,Male,14,2,0,0.8,intermediate
15729054,11,Female,14,2,1,0.8,intermediate
15573452,11,Female,15,3,0,0.85,intermediate
15776733,11,Female,15,3,0,0.85,intermediate
15724858,11,Male,15,3,0,0.85,intermediate
15713144,11,Male,15,3,0,0.85,intermediate
15690188,11,Female,15,3,0,0.85,intermediate
15689425,11,Male,15,3,0,0.85,intermediate
15671766,11,Female,15,3,0,0.85,intermediate
15782806,11,Female,15,3,0,0.85,intermediate
15764419,11,Female,15,3,0,0.85,intermediate
15591915,11,Female,16,3,0,0.85,intermediate
15772798,11,Male,15,3,0,0.85,intermediate
15792008,11,Male,16,3,0,0.87,intermediate
15715541,11,Female,15,3,0,0.87,intermediate
15639277,11,Male,15,3,0,0.87,intermediate
15798850,11,Male,15,3,0,0.87,intermediate
15776348,11,Female,15,3,0,0.87,intermediate
15727696,11,Male,15,3,1,0.87,intermediate
15793813,11,Female,15,3,0,0.87,intermediate
15694395,11,Female,15,3,0,0.87,intermediate
15764195,11,Female,15,3,0,0.87,intermediate
15744919,11,Female,14,3,0,0.87,intermediate
15671655,11,Female,14,3,0,0.87,intermediate
15654901,11,Female,15,3,0,0.87,intermediate
15649136,11,Female,15,3,0,0.87,intermediate
15775562,11,Female,15,3,0,0.87,intermediate
15807481,11,Male,15,3,0,0.87,intermediate
15642885,11,Male,15,3,0,0.87,intermediate
15789109,11,Female,15,3,0,0.87,intermediate
15814004,11,Male,15,3,0,0.87,intermediate
15673619,11,Male,15,3,0,0.87,intermediate
15595135,11,Female,15,3,0,0.87,advanced
15583681,11,Male,15,3,1,0.87,advanced
15605000,11,Female,14,3,0,0.87,advanced
15718071,11,Male,16,3,0,0.87,advanced
15679760,11,Male,15,3,0,0.87,advanced
15654574,11,Female,15,3,0,0.87,advanced
15577178,11,Female,14,2,0,0.77,intermediate
15595324,11,Female,14,2,0,0.77,intermediate
15756932,11,Male,14,2,0,0.77,intermediate
15726358,11,Female,14,2,0,0.77,intermediate
15595228,11,Female,14,2,0,0.77,intermediate
15782530,11,Female,14,2,0,0.77,intermediate
15592877,11,Male,14,2,0,0.77,intermediate
15651983,11,Male,14,2,1,0.77,intermediate
15746737,11,Male,14,2,0,0.77,intermediate
15774179,11,Female,14,2,0,0.77,intermediate
15667265,11,Female,14,2,0,0.77,intermediate
15655123,11,Female,14,2,0,0.75,intermediate
15595917,11,Male,14,2,0,0.75,intermediate
15668385,11,Male,14,2,0,0.75,intermediate
15709476,11,Male,14,2,0,0.75,intermediate
15711218,11,Male,14,2,0,0.75,intermediate
15798659,11,Female,14,2,0,0.75,intermediate
15663939,11,Female,14,2,1,0.75,intermediate
15694946,11,Male,14,2,0,0.75,intermediate
15631912,11,Female,14,2,0,0.75,intermediate
15768816,11,Male,14,2,0,0.75,intermediate
15682268,11,Male,14,2,0,0.75,intermediate
15684801,11,Male,14,2,0,0.75,intermediate
15636428,11,Female,14,2,0,0.75,intermediate
15809823,11,Male,14,2,0,0.75,intermediate
15699284,11,Female,14,2,0,0.75,beginner
15786993,11,Female,14,2,0,0.75,beginner
15709441,11,Female,14,2,0,0.75,beginner
15710257,11,Female,14,2,0,0.75,beginner
15582492,11,Male,13,1,1,0.55,beginner
15575694,11,Male,13,1,0,0.55,beginner
15756820,11,Female,13,1,0,0.55,beginner
15766289,11,Male,13,1,0,0.55,beginner
15593014,11,Male,13,1,0,0.55,beginner
15584545,11,Female,13,1,0,0.55,beginner
15675949,11,Female,13,1,1,0.55,beginner
15672091,11,Female,13,1,0,0.55,beginner
15801658,11,Male,13,1,0,0.55,beginner
15706185,11,Female,13,1,0,0.55,beginner
15789863,11,Male,13,1,0,0.55,beginner
15720943,11,Male,13,1,0,0.55,beginner
15697997,11,Female,13,1,0,0.55,beginner
15665416,11,Female,13,1,0,0.55,beginner
15660200,11,Female,13,1,0,0.55,beginner
15619653,11,Male,13,1,0,0.55,beginner
15773447,11,Male,13,1,0,0.55,beginner
15739160,11,Male,13,1,0,0.55,beginner
15689237,11,Male,13,1,0,0.55,beginner
15679297,11,Male,13,1,0,0.55,beginner
15591433,11,Male,13,1,0,0.55,beginner
15642725,11,Male,13,1,0,0.55,beginner
15701962,11,Male,13,1,0,0.55,beginner
15811613,11,Female,13,1,0,0.55,beginner
15741049,11,Male,13,1,0,0.55,beginner
15724423,11,Female,13,1,0,0.55,beginner
15574305,11,Male,13,1,0,0.55,beginner
15678168,11,Female,13,1,0,0.55,beginner
15697020,11,Female,13,1,0,0.55,beginner
15610801,11,Male,13,1,0,0.55,beginner
15745232,11,Male,13,1,0,0.55,beginner
15722758,11,Male,13,1,0,0.55,beginner
15792102,11,Female,13,1,0,0.55,beginner
15675185,11,Male,13,1,0,0.55,beginner
15801247,11,Male,13,1,0,0.55,beginner
15725660,11,Male,13,1,0,0.55,beginner
15638963,11,Female,13,1,0,0.55,beginner
15800061,11,Female,13,1,0,0.55,beginner
15578006,11,Male,13,1,0,0.55,beginner
15668504,11,Female,17,4,0,0.88,intermediate
15687491,11,Male,16,4,1,0.88,intermediate
15610403,11,Female,16,4,0,0.88,intermediate
15741094,11,Male,16,4,0,0.88,intermediate
15807909,11,Male,16,4,0,0.88,intermediate
15666141,11,Female,16,4,0,0.88,intermediate
15617134,11,Male,16,4,0,0.88,intermediate
15783029,11,Male,16,4,0,0.88,intermediate
15622833,11,Female,16,4,0,0.88,intermediate
15746422,11,Female,15,4,0,0.88,intermediate
15750839,11,Female,16,4,1,0.88,intermediate
15749130,11,Female,16,4,0,0.88,intermediate
15779862,11,Male,16,4,0,0.88,intermediate
15767871,11,Male,16,4,0,0.88,intermediate
15679651,11,Female,16,4,0,0.88,intermediate
15576219,11,Male,16,4,0,0.88,intermediate
15699247,11,Male,15,4,0,0.88,intermediate
15619087,11,Female,15,4,0,0.88,intermediate
15605327,11,Male,16,4,0,0.88,intermediate
15610140,11,Female,16,4,0,0.88,intermediate
15791174,11,Male,16,4,0,0.88,intermediate
15602373,11,Male,16,4,0,0.88,intermediate
15762605,11,Male,16,4,0,0.88,intermediate
15598840,11,Female,16,4,1,0.88,intermediate
15744279,11,Male,16,4,1,0.88,intermediate
15670619,11,Male,16,4,0,0.88,intermediate
15599533,11,Female,16,4,0,0.88,intermediate
15757837,11,Male,16,4,0,0.88,intermediate
15697574,11,Female,17,4,0,0.88,intermediate
15578738,11,Female,15,4,0,0.88,intermediate
15762228,11,Female,15,4,0,0.88,intermediate
15614827,11,Female,16,4,0,0.88,intermediate
15789815,11,Male,16,4,1,0.88,intermediate
15579781,11,Female,16,4,0,0.88,intermediate
15587013,11,Male,16,4,0,0.85,intermediate
15570932,11,Male,16,4,0,0.85,intermediate
15794661,11,Female,16,4,0,0.85,intermediate
15581654,11,Female,16,4,0,0.85,intermediate
15644296,11,Female,16,4,0,0.85,intermediate
15614420,11,Female,17,4,0,0.85,intermediate
15609653,11,Female,16,4,0,0.85,intermediate
15594577,11,Male,16,4,0,0.85,intermediate
15584114,11,Male,16,4,0,0.85,intermediate
15673367,11,Female,16,4,0,0.85,intermediate
15685576,11,Male,16,4,0,0.85,intermediate
15774727,11,Female,16,4,0,0.85,intermediate
15694288,11,Female,16,4,1,0.85,intermediate
15603319,11,Male,16,4,0,0.85,intermediate
15759066,11,Female,16,4,0,0.85,intermediate
15814816,11,Male,16,4,0,0.85,intermediate
15724402,11,Female,16,4,0,0.85,intermediate
15571059,11,Female,16,4,0,0.85,intermediate
15674206,11,Male,16,4,0,0.85,intermediate
15715160,11,Male,15,4,0,0.85,intermediate
15730448,11,Male,16,4,0,0.85,intermediate
15662067,11,Female,16,4,0,0.85,intermediate
15779581,11,Male,16,4,0,0.85,intermediate
