User ID,Gender,Age,SchoolClass,DegreeCarefulness,Proficiency,Stereotype
15605327,Male,40,4,0,0.3,novice
15610140,Female,31,4,0,0.3,novice
15791174,Male,46,4,0,0.3,novice
15602373,Male,29,4,0,0.3,novice
15762605,Male,26,4,0,0.3,novice
15598840,Female,32,4,1,0.3,novice
15744279,Male,32,4,1,0.3,novice
15670619,Male,25,4,0,0.3,novice
15599533,Female,37,4,0,0.3,novice
15757837,Male,35,4,0,0.3,novice
15697574,Female,33,4,0,0.3,beginner
15578738,Female,18,4,0,0.3,beginner
15762228,Female,22,4,0,0.3,beginner
15614827,Female,35,4,0,0.3,beginner
15789815,Male,29,4,1,0.3,beginner
15579781,Female,29,4,0,0.3,beginner
15587013,Male,21,4,0,0.25,beginner
15570932,Male,34,4,0,0.25,beginner
15794661,Female,26,4,0,0.25,beginner
15581654,Female,34,4,0,0.25,beginner
15644296,Female,34,4,0,0.25,beginner
15614420,Female,23,4,0,0.25,beginner
15609653,Female,35,4,0,0.25,beginner
15594577,Male,25,4,0,0.25,beginner
15584114,Male,24,4,0,0.25,beginner
15673367,Female,31,4,0,0.25,beginner
15685576,Male,26,4,0,0.25,beginner
15774727,Female,31,4,0,0.25,beginner
15694288,Female,32,4,1,0.25,beginner
15603319,Male,33,4,0,0.25,beginner
15759066,Female,33,4,0,0.25,beginner
15814816,Male,31,4,0,0.25,beginner
15724402,Female,20,4,0,0.25,beginner
15571059,Female,33,4,0,0.25,beginner
15674206,Male,35,4,0,0.25,beginner
15715160,Male,28,4,0,0.25,beginner
15730448,Male,24,4,0,0.25,beginner
15662067,Female,19,4,0,0.25,beginner
15779581,Male,29,4,0,0.25,beginner
15662901,Male,19,4,0,0.25,beginner
15689751,Male,28,4,0,0.25,beginner
15667742,Male,34,4,0,0.25,beginner
15738448,Female,30,4,0,0.25,beginner
15680243,Female,20,4,0,0.25,beginner
15745083,Male,26,4,0,0.25,beginner
15708228,Male,35,4,0,0.25,beginner
15628523,Male,35,4,0,0.25,beginner
15708196,Male,49,4,0,0.25,beginner
15735549,Female,39,4,1,0.25,beginner
15809347,Female,41,4,0,0.25,beginner
15660866,Female,58,4,1,0.25,beginner
15766609,Female,47,4,0,0.25,beginner
15654230,Female,55,4,1,0.25,beginner
15794566,Female,52,5,0,0.8,intermediate
15800890,Female,40,5,1,0.8,intermediate
15697424,Female,46,5,0,0.8,intermediate
15724536,Female,48,5,1,0.8,intermediate
15735878,Male,52,5,1,0.8,intermediate
15707596,Female,59,5,0,0.8,intermediate
15657163,Male,35,5,0,0.8,intermediate
15622478,Male,47,5,0,0.8,intermediate
15779529,Female,60,5,1,0.8,intermediate
15636023,Male,49,5,0,0.8,intermediate
15582066,Male,40,5,0,0.8,intermediate
15666675,Female,46,5,0,0.8,intermediate
15732987,Male,59,5,1,0.8,intermediate
15789432,Female,41,5,0,0.8,intermediate
15663161,Male,35,5,1,0.8,intermediate
15694879,Male,37,5,1,0.8,intermediate
15593715,Male,60,5,1,0.8,intermediate
15575002,Female,35,5,0,0.8,intermediate
15622171,Male,37,5,0,0.8,advanced
15795224,Female,36,5,1,0.8,advanced
15685346,Male,56,5,1,0.8,advanced
15691808,Female,40,5,0,0.8,advanced
15721007,Female,42,5,1,0.8,advanced
15794253,Female,35,5,1,0.8,advanced
15694453,Male,39,5,0,0.85,advanced
15813113,Male,40,5,1,0.85,advanced
15614187,Male,49,5,1,0.85,advanced
15619407,Female,38,5,0,0.85,advanced
15646227,Male,46,5,1,0.85,advanced
15660541,Male,40,5,0,0.85,advanced
15753874,Female,37,5,0,0.85,advanced
15617877,Female,46,5,0,0.85,advanced
15772073,Female,53,5,1,0.85,advanced
15701537,Male,42,5,1,0.85,advanced
15736228,Male,38,5,0,0.85,advanced
15780572,Female,50,5,1,0.85,advanced
15769596,Female,56,5,1,0.85,advanced
15586996,Female,41,5,0,0.85,advanced
15722061,Female,51,5,1,0.85,advanced
15638003,Female,35,5,0,0.85,advanced
15775590,Female,57,5,1,0.85,advanced
15730688,Male,41,5,0,0.85,advanced
15753102,Female,35,5,1,0.85,advanced
15810075,Female,44,5,0,0.85,advanced
15723373,Male,37,5,0,0.85,intermediate
15795298,Female,48,5,1,0.85,intermediate
15584320,Female,37,5,1,0.85,intermediate
15724161,Female,50,5,0,0.85,intermediate
15750056,Female,52,5,1,0.85,intermediate
15609637,Female,41,5,0,0.85,intermediate
15794493,Male,40,5,0,0.85,intermediate
15569641,Female,58,5,1,0.85,intermediate
15815236,Female,45,5,1,0.85,intermediate
15811177,Female,35,5,0,0.85,intermediate
15680587,Male,36,5,1,0.85,intermediate
15672821,Female,55,5,1,0.85,intermediate
15767681,Female,35,5,0,0.85,intermediate
15600379,Male,48,5,1,0.85,intermediate
15801336,Female,42,5,1,0.85,intermediate
15721592,Male,40,5,0,0.8,intermediate
15581282,Male,37,5,0,0.8,intermediate
15746203,Female,47,5,1,0.8,intermediate
15583137,Male,40,5,0,0.8,intermediate
15680752,Female,43,5,0,0.8,intermediate
15688172,Female,59,5,1,0.8,intermediate
15791373,Male,60,5,1,0.8,intermediate
15589449,Male,39,5,1,0.8,intermediate
15692819,Female,57,5,1,0.8,intermediate
15727467,Male,57,5,1,0.8,intermediate
15734312,Male,38,5,0,0.8,intermediate
15764604,Male,49,5,1,0.8,intermediate
15613014,Female,52,5,1,0.8,intermediate
15759684,Female,50,5,1,0.8,intermediate
15609669,Female,59,5,1,0.8,intermediate
15685536,Male,35,5,0,0.8,intermediate
15750447,Male,37,5,1,0.8,intermediate
15663249,Female,52,5,1,0.8,intermediate
15638646,Male,48,5,0,0.8,intermediate
15734161,Female,37,5,1,0.8,intermediate
15631070,Female,37,5,0,0.8,intermediate
15761950,Female,48,5,1,0.8,intermediate
15649668,Male,41,5,0,0.8,intermediate
15713912,Female,37,5,1,0.8,intermediate
15586757,Male,39,5,1,0.8,intermediate
15596522,Male,49,5,1,0.8,intermediate
15625395,Male,55,5,1,0.8,intermediate
15760570,Male,37,5,0,0.8,intermediate
15566689,Female,35,5,0,0.8,intermediate
15725794,Female,36,5,0,0.8,intermediate
15673539,Male,42,5,1,0.8,intermediate
15705298,Female,43,5,1,0.8,intermediate
15675791,Male,45,5,0,0.8,intermediate
15747043,Male,46,5,1,0.8,intermediate
15736397,Female,58,5,1,0.8,intermediate
15678201,Male,48,5,1,0.8,intermediate
15720745,Female,37,5,1,0.8,intermediate
15637593,Male,37,5,1,0.8,intermediate
15598070,Female,40,5,0,0.8,intermediate
15787550,Male,42,5,0,0.8,intermediate
15603942,Female,51,5,0,0.8,intermediate
15733973,Female,47,5,1,0.8,intermediate
15596761,Male,36,6,1,0.9,intermediate
15652400,Female,38,6,0,0.9,intermediate
15717893,Female,42,6,0,0.9,intermediate
15622585,Male,39,6,1,0.9,intermediate
15733964,Female,38,6,0,0.9,intermediate
15753861,Female,49,6,1,0.9,intermediate
15747097,Female,39,6,0,0.9,advanced
15594762,Female,39,6,1,0.9,advanced
15667417,Female,54,6,1,0.9,advanced
15684861,Male,35,6,0,0.9,advanced
15742204,Male,45,6,1,0.9,advanced
15623502,Male,36,6,0,0.9,advanced
15774872,Female,52,6,1,0.9,advanced
15611191,Female,53,6,1,0.9,advanced
15674331,Male,41,6,0,0.9,advanced
15619465,Female,48,6,1,0.9,advanced
15575247,Female,48,6,1,0.9,advanced
15695679,Female,41,6,0,0.9,advanced
15713463,Male,41,6,0,0.9,advanced
15785170,Female,42,6,0,0.9,advanced
15796351,Male,36,6,1,0.9,advanced
15639576,Female,47,6,1,0.9,advanced
15693264,Male,38,6,0,0.9,advanced
15589715,Female,48,6,1,0.9,advanced
15769902,Male,42,6,0,0.9,advanced
15587177,Male,40,6,0,0.9,advanced
15814553,Male,57,6,1,0.9,advanced
15601550,Female,36,6,0,0.9,advanced
15664907,Male,58,6,1,0.9,advanced
15612465,Male,35,6,0,0.9,advanced
15810800,Female,38,6,0,0.9,advanced
15665760,Male,39,6,1,0.9,advanced
15588080,Female,53,6,1,0.9,advanced
15776844,Male,35,6,0,0.9,advanced
15717560,Female,38,6,0,0.9,advanced
15629739,Female,47,6,1,0.9,advanced
15729908,Male,47,6,1,0.9,advanced
15716781,Female,41,6,0,0.9,advanced
15646936,Male,53,6,1,0.9,advanced
15768151,Female,54,6,1,0.9,advanced
15579212,Male,39,6,0,0.9,advanced
15721835,Male,38,6,0,0.9,advanced
15800515,Female,38,6,1,0.9,advanced
15591279,Male,37,6,0,0.9,advanced
15587419,Female,42,6,1,0.9,advanced
15750335,Female,37,6,0,0.9,advanced
15699619,Male,36,6,1,0.9,advanced
15606472,Male,60,6,1,0.9,advanced
15778368,Male,54,6,1,0.9,advanced
15671387,Female,41,6,0,1,advanced
15573926,Male,40,6,1,1,advanced
15709183,Male,42,6,0,1,advanced
15577514,Male,43,6,1,1,advanced
15778830,Female,53,6,1,1,advanced
15768072,Female,47,6,1,1,advanced
15768293,Female,42,6,0,1,advanced
15654456,Male,42,6,1,1,advanced
15807525,Female,59,6,1,1,advanced
15574372,Female,58,6,1,1,advanced
15671249,Male,46,6,1,1,advanced
15779744,Male,38,6,0,1,advanced
15624755,Female,54,6,1,1,advanced
15611430,Female,60,6,1,1,advanced
15774744,Male,60,6,1,1,advanced
15629885,Female,39,6,0,1,advanced
15708791,Male,59,6,1,1,advanced
15793890,Female,37,6,0,1,advanced
15646091,Female,46,6,1,1,advanced
15596984,Female,46,6,0,1,advanced
15800215,Female,42,6,0,1,advanced
15577806,Male,41,6,1,1,advanced
15749381,Female,58,6,1,1,advanced
15683758,Male,42,6,0,0.95,advanced
15670615,Male,48,6,1,0.95,advanced
15715622,Female,44,6,1,0.95,advanced
15707634,Male,49,6,1,0.95,advanced
15806901,Female,57,6,1,0.95,advanced
15775335,Male,56,6,1,0.95,advanced
15724150,Female,49,6,1,0.95,advanced
15627220,Male,39,6,0,0.95,advanced
15672330,Male,47,6,1,0.95,advanced
15668521,Female,48,6,1,0.95,advanced
15807837,Male,48,6,1,0.95,advanced
15592570,Male,47,6,1,0.95,advanced
15748589,Female,45,6,1,0.95,advanced
15635893,Male,60,6,1,0.95,advanced
15757632,Female,39,6,0,0.95,advanced
15691863,Female,46,6,1,0.95,advanced
15706071,Male,51,6,1,0.95,advanced
15654296,Female,50,6,1,0.95,advanced
15755018,Male,36,6,0,0.95,advanced
15594041,Female,49,6,1,0.95,advanced
