0.87,0.53,0.78,313,11,0.7631824751473972
0.53,0.78,0.74,314,12,0.6798102484475795
0.23,0.28,0.12,315,14,0.20484746170841753
0.68,0.72,0.73,316,12,0.642795834758398
0.58,0.84,0.85,317,11,0.678383332759515
0.6,0.72,0.59,318,12,0.5700044629822024
0.59,0.71,0.57,319,11,0.7050975266633845
0.12,0.12,0.27,40,17,0.1579210489910073
0.55,0.58,0.75,41,18,0.6386375265427732
0.82,0.66,0.61,42,17,0.6275703931904324
0.27,0.06,0.24,43,17,0.21708434974174756
0.17,0.14,0.15,44,17,0.13591942301231982
0.65,0.67,0.72,45,19,0.5817127447351396
0.24,0.07,0.05,46,21,0.12888015084603036
0.68,0.64,0.66,47,17,0.7570522605046907
0.54,0.74,0.66,48,17,0.551309490156851
0.32,0.25,0.18,49,17,0.2656962343103037
0.1,0.23,0.04,410,17,0.13424868638990098
0.21,0.05,0.07,411,17,0.10600368898986416
0.67,0.65,0.73,412,18,0.5972045311653499
0.21,0.07,0.22,413,19,0.17313356662824111
0.77,0.51,0.6,414,17,0.5994850715910759
0.71,0.62,0.68,415,19,0.7590577073169397
0.67,0.52,0.74,416,19,0.7224938173604792
0.7,0.6,0.61,417,18,0.718141764548841
0.55,0.66,0.57,418,18,0.5312782279336777
0.02,0.03,0.09,419,20,0.048019347924647064
0.21,0.14,0.0,50,27,0.12716150948558802
0.52,0.73,0.74,51,24,0.5711554996182372
0.67,0.61,0.72,52,22,0.6807952070981363
0.68,0.58,0.74,53,22,0.7119151862959573
0.69,0.66,0.67,54,24,0.5915033771766569
0.15,0.03,0.24,56,24,0.12193108666348448
0.65,0.52,0.63,55,25,0.6134072529782432
0.56,0.53,0.57,58,23,0.536296147922588
0.63,0.59,0.74,57,22,0.5938342243747455
0.18,0.18,0.06,59,22,0.14876326644235977
0.12,0.15,0.18,510,27,0.15659361909824193
0.7,0.58,0.75,511,23,0.5976508984616029
0.77,0.64,0.68,512,22,0.6814723853630632
0.63,0.65,0.5,513,26,0.5844791384796811
0.24,0.2,0.17,514,26,0.2056706303313199
0.26,0.41,0.21,10,5,0.2693576699339767
0.42,0.09,0.4,11,5,0.3112205713159314
0.76,0.79,0.82,12,1,0.7049268344427788
0.08,0.26,0.02,13,2,0.11889228502228631
0.29,0.32,0.31,14,0,0.2624700790897695
0.84,0.78,0.8,15,0,0.8070536693710634
0.42,0.09,0.19,16,0,0.2070771290566078
0.73,0.62,0.86,17,1,0.7453435983036236
0.21,0.1,0.24,18,0,0.19745085762184625
0.13,0.39,0.21,19,4,0.22333611189330976
0.26,0.23,0.09,110,0,0.19976656236478021
0.14,0.22,0.1,111,0,0.14398221512326154
0.8,0.87,0.72,112,3,0.7016233957237423
0.26,0.34,0.17,113,3,0.2795281744788683
0.36,0.34,0.02,114,1,0.2693811391999745
0.69,0.73,0.7,115,3,0.6878360064977963
0.27,0.05,0.4,116,0,0.2454526550622097
0.61,0.75,0.92,117,0,0.7637546765876615
0.65,0.86,0.88,118,1,0.7843580971344197
0.74,0.76,0.74,119,1,0.8534018399119947
0.61,0.71,0.8,120,0,0.774030506036718
0.28,0.15,0.14,121,2,0.1751286288703983
0.86,0.75,0.87,122,1,0.9499825076392344
0.24,0.26,0.31,123,0,0.2730334655701869
0.86,0.73,0.66,124,3,0.6540070973503964
0.98,0.53,0.51,125,0,0.7485339108482318
0.69,0.68,0.61,126,1,0.7224133208401375
0.81,0.66,0.93,127,2,0.8684185567041989
0.65,0.71,0.71,20,6,0.7848054497715417
0.79,0.69,0.65,21,7,0.62292331419275
0.9,0.72,0.8,22,6,0.8545744114193278
0.53,0.71,0.56,23,8,0.677811351856059
0.53,0.64,0.76,24,7,0.639062360679931
0.89,0.58,0.78,25,7,0.6833863952939465
0.73,0.81,0.65,26,7,0.7677634523309742
0.62,0.8,0.8,27,7,0.7202278111596209
0.64,0.61,0.64,28,7,0.5447197373871459
0.73,0.58,0.59,29,6,0.6123815898318956
0.73,0.76,0.68,210,7,0.7931570432920843
0.75,0.87,0.67,211,6,0.8292536654434883
0.84,0.78,0.91,212,6,0.7611876324732185
0.78,0.77,0.76,213,6,0.6812697057105036
0.72,0.64,0.65,214,6,0.6921424203663787
0.28,0.39,0.38,215,6,0.33427510669865534
0.72,0.54,0.7,216,6,0.6580089604490302
0.76,0.69,0.64,217,7,0.7467235188215925
0.5,0.63,0.85,218,9,0.6218116265422204
0.53,0.89,0.71,219,7,0.6359060007632523
0.71,0.65,0.87,220,6,0.7177608118794865
0.89,0.57,0.78,221,8,0.7126128287946889
0.21,0.13,0.25,222,6,0.21512596902884915
0.34,0.03,0.05,223,6,0.14325535379877588
0.15,0.38,0.14,224,6,0.21908522056665863
0.39,0.21,0.33,225,6,0.26724277273670194
0.14,0.12,0.17,226,6,0.15550850202374022
0.65,0.81,0.73,227,6,0.756476693466778
0.25,0.26,0.23,228,6,0.23861545304463938
0.07,0.32,0.06,229,6,0.13557649847790407
0.14,0.25,0.3,230,10,0.22520366786213988
0.19,0.09,0.18,231,9,0.1477390021776156
0.74,0.61,0.58,232,8,0.6125878788253465
0.23,0.28,0.36,233,8,0.269381467783683
0.7,0.8,0.58,234,10,0.639026392893068
0.74,0.63,0.87,235,10,0.7824148553228975
0.22,0.23,0.19,236,10,0.22185883091876094
0.63,0.71,0.73,237,10,0.6851607997626789
0.07,0.12,0.21,30,15,0.11626487838158496
0.66,0.81,0.66,31,11,0.6959452548957884
0.1,0.3,0.09,32,16,0.1420496841646016
0.13,0.18,0.12,33,16,0.15092683463693826
0.22,0.15,0.32,34,11,0.21994093591909988
0.6,0.71,0.67,35,11,0.7023476432538118
0.16,0.14,0.29,36,13,0.18717995035448504
0.76,0.6,0.54,37,12,0.5741504102362541
0.68,0.75,0.55,38,11,0.6121803766902313
0.11,0.1,0.32,39,12,0.1524931502156751
0.6,0.67,0.7,310,11,0.5888389725878583
0.65,0.69,0.74,311,12,0.7491043173696894
0.26,0.16,0.17,312,13,0.20475982980999327
0.74,0.77,0.8,313,11,0.7406652727336251
0.68,0.63,0.72,314,12,0.6669349822969504
0.21,0.16,0.18,315,14,0.1624838072240838
0.66,0.75,0.75,316,12,0.7332266247508804
0.83,0.74,0.73,317,11,0.8727650398278288
0.54,0.78,0.72,318,12,0.709667612979576
0.18,0.24,0.04,319,11,0.14496817154998526
0.29,0.31,0.17,40,17,0.2370022836503747
0.64,0.74,0.68,41,18,0.7395775800154608
0.67,0.57,0.62,42,17,0.629433621004322
0.29,0.05,0.1,43,17,0.12824689173566783
0.7,0.74,0.79,44,17,0.6911291996569231
0.68,0.64,0.74,45,19,0.7660542979082985
0.24,0.19,0.26,46,21,0.24794220684162993
0.68,0.75,0.67,47,17,0.7571174705207416
0.71,0.58,0.58,48,17,0.5813850780014532
0.63,0.65,0.72,49,17,0.7489941044658273
0.58,0.64,0.61,410,17,0.6096812641173447
0.16,0.27,0.17,411,17,0.17917392692261072
0.61,0.69,0.67,412,18,0.7226437238475042
0.23,0.09,0.17,413,19,0.15174939580070076
0.69,0.63,0.57,414,17,0.5536243684979592
0.7,0.58,0.6,415,19,0.5820161820430496
0.5,0.68,0.71,416,19,0.7130381052740731
0.71,0.54,0.7,417,18,0.7209116727151889
0.8,0.63,0.55,418,18,0.6447745214521652
0.05,0.13,0.12,419,20,0.08696925608721294
0.0,0.08,0.21,50,27,0.09935033305024506
0.22,0.23,0.23,51,24,0.23326778309828045
0.66,0.73,0.59,52,22,0.7053347781090306
0.68,0.66,0.66,53,22,0.6428171931869767
0.58,0.67,0.69,54,24,0.6606341230209778
0.02,0.21,0.09,56,24,0.10975361084663626
0.57,0.62,0.6,55,25,0.5672646019576957
0.67,0.67,0.74,58,23,0.6553355509634664
0.62,0.74,0.53,57,22,0.5724997259557676
0.15,0.19,0.23,59,22,0.1904339722444749
0.19,0.18,0.23,510,27,0.2007688388530331
0.53,0.59,0.73,511,23,0.6862379426441271
0.14,0.2,0.07,512,22,0.12785190856298898
0.66,0.54,0.63,513,26,0.609221823895397
0.05,0.24,0.06,514,26,0.12290352473691211
0.08,0.29,0.41,10,5,0.22645591645347604
0.3,0.37,0.34,11,5,0.2975952304442932
0.83,0.75,0.85,12,1,0.8046027908257457
0.34,0.41,0.22,13,2,0.29970491272029043
0.64,0.72,0.85,14,0,0.8410402377937234
0.15,0.26,0.09,15,0,0.1611004505835797
0.17,0.22,0.39,16,0,0.2725485113914128
0.85,0.82,0.78,17,1,0.7013757084327524
0.85,0.86,0.62,18,0,0.7510198088652795
0.1,0.25,0.29,19,4,0.22194164467728034
0.84,0.85,0.7,110,0,0.900132544311461
0.34,0.33,0.2,111,0,0.2809067128634178
0.19,0.3,0.14,112,3,0.21742450656653797
0.29,0.24,0.34,113,3,0.2599505546818902
0.75,0.72,0.81,114,1,0.6508256337668895
0.23,0.36,0.31,115,3,0.336438814300098
0.85,0.63,0.75,116,0,0.6561966390238447
0.92,0.71,0.57,117,0,0.8021759801431813
0.79,0.86,0.67,118,1,0.8805852793140153
0.51,0.74,0.82,119,1,0.5906979638584959
0.82,0.92,0.66,120,0,0.7151494517938446
0.22,0.32,0.11,121,2,0.21226683533281215
0.98,0.74,0.72,122,1,0.7421200269764686
0.28,0.28,0.16,123,0,0.24073534639716512
0.64,0.67,0.55,124,3,0.5654071213966174
0.17,0.32,0.12,125,0,0.19176822113328174
0.65,0.92,0.68,126,1,0.6458955334216615
0.69,0.78,0.64,127,2,0.7956085111291671
0.56,0.62,0.69,20,6,0.6398433103825241
0.8,0.57,0.75,21,7,0.7398833211263116
0.58,0.73,0.59,22,6,0.5905629439797925
0.65,0.63,0.6,23,8,0.6602310403887313
0.58,0.85,0.69,24,7,0.7477783492215813
0.83,0.81,0.84,25,7,0.8803142367183352
0.87,0.75,0.79,26,7,0.7586023373653223
0.92,0.65,0.54,27,7,0.7348897800359652
0.79,0.54,0.83,28,7,0.6373904295405023
0.78,0.77,0.9,29,6,0.8668317907863012
0.75,0.63,0.79,210,7,0.8000801091815584
0.2,0.28,0.25,211,6,0.2525144809025655
0.75,0.55,0.67,212,6,0.7074594022781864
0.65,0.61,0.82,213,6,0.7067996602253117
0.74,0.74,0.75,214,6,0.8092082860634383
0.13,0.21,0.22,215,6,0.1803923437201081
0.6,0.58,0.72,216,6,0.6273877553269789
0.91,0.68,0.64,217,7,0.7911416549164787
0.72,0.7,0.79,218,9,0.7746486991330922
0.57,0.6,0.68,219,7,0.6990705317611807
0.64,0.7,0.56,220,6,0.6266222090970602
0.81,0.71,0.77,221,8,0.6528174484643949
0.09,0.28,0.25,222,6,0.22281879917841618
0.24,0.16,0.34,223,6,0.21840191606099146
0.23,0.28,0.1,224,6,0.20905643331428436
0.24,0.28,0.03,225,6,0.19587699697527294
0.11,0.32,0.19,226,6,0.19450980438287452
0.78,0.62,0.56,227,6,0.5723364688355361
0.82,0.81,0.69,228,6,0.7261953580564297
0.72,0.83,0.8,229,6,0.8008491184784089
0.25,0.15,0.14,230,10,0.20028485980794408
0.28,0.27,0.28,231,9,0.28099347961479226
0.31,0.27,0.36,232,8,0.3551265902966049
0.33,0.15,0.33,233,8,0.30849362220801574
0.66,0.54,0.76,234,10,0.602190822298767
0.56,0.61,0.63,235,10,0.632915667746027
0.18,0.14,0.2,236,10,0.15756741856563067
0.1,0.24,0.17,237,10,0.16377175164989277
0.11,0.22,0.25,30,15,0.18896333231023377
0.77,0.65,0.65,31,11,0.7319031830021853
0.15,0.06,0.17,32,16,0.1420696410320177
0.14,0.3,0.1,33,16,0.1584325621386952
0.68,0.86,0.67,34,11,0.6488772370319654
0.62,0.73,0.58,35,11,0.71117568224789
0.27,0.22,0.17,36,13,0.2275909539019892
0.72,0.8,0.83,37,12,0.7375574646546426
0.13,0.2,0.24,38,11,0.16246304913902457
0.16,0.02,0.05,39,12,0.08588870086365974
0.76,0.79,0.86,310,11,0.7064407576048327
0.65,0.62,0.54,311,12,0.5352761124852011
0.02,0.16,0.15,312,13,0.09501927671724726
0.62,0.71,0.7,313,11,0.6781967740266208
0.58,0.72,0.71,314,12,0.5833362544875041
0.27,0.24,0.05,315,14,0.16897440053724483
0.74,0.77,0.68,316,12,0.6555221276680255
0.78,0.69,0.75,317,11,0.7826380820974103
0.75,0.58,0.74,318,12,0.7165566448364986
0.32,0.3,0.11,319,11,0.22050815760243958
0.7,0.65,0.78,40,17,0.7510862366242564
0.55,0.53,0.57,41,18,0.5072352799063933
0.09,0.06,0.17,42,17,0.12151184603223393
0.22,0.19,0.18,43,17,0.17578828430625099
0.54,0.6,0.75,44,17,0.6159705013678913
0.73,0.51,0.67,45,19,0.5806985565690035
0.57,0.69,0.68,46,21,0.5697795282401699
0.59,0.67,0.64,47,17,0.5904890986069862
0.69,0.52,0.63,48,17,0.6124176590287872
0.26,0.09,0.19,49,17,0.169886561626662
0.12,0.1,0.24,410,17,0.15427532955161688
0.26,0.09,0.17,411,17,0.17248869631432534
0.67,0.73,0.76,412,18,0.7093507446573908
0.23,0.11,0.21,413,19,0.20848134649450667
0.69,0.7,0.57,414,17,0.6644733617334978
0.74,0.66,0.79,415,19,0.714233041800413
0.73,0.63,0.66,416,19,0.6115708537240984
0.53,0.63,0.77,417,18,0.608554094531668
0.59,0.61,0.67,418,18,0.5318123160330467
0.23,0.13,0.18,419,20,0.2049003122750631
0.13,0.23,0.15,50,27,0.17100490724326825
0.65,0.63,0.73,51,24,0.7118525440656086
0.09,0.06,0.25,52,22,0.1429013475026087
0.6,0.67,0.6,53,22,0.578603006219534
0.54,0.53,0.72,54,24,0.5423955897385211
0.57,0.65,0.62,56,24,0.6224338432711817
0.56,0.52,0.62,55,25,0.5136701690064407
0.58,0.62,0.54,58,23,0.662601356512416
0.72,0.68,0.64,57,22,0.5988492728988095
0.11,0.11,0.11,59,22,0.10719737485159606
0.17,0.23,0.12,510,27,0.15459497468287847
0.54,0.66,0.67,511,23,0.6960333186714179
0.03,0.04,0.19,512,22,0.07967834973202699
0.03,0.06,0.07,513,26,0.0482271234993062
0.04,0.02,0.18,514,26,0.07416377259591511
0.23,0.21,0.42,10,5,0.32542156554354
0.21,0.26,0.34,11,5,0.3032289022287575
0.78,0.87,0.95,12,1,0.8670805490908586
0.13,0.19,0.14,13,2,0.1644356991096765
0.63,0.79,0.95,14,0,0.8735185708900205
0.33,0.17,0.37,15,0,0.2798361486094851
0.28,0.28,0.23,16,0,0.2524168589172968
0.78,0.83,0.63,17,1,0.8507429840420724
0.67,0.8,0.89,18,0,0.8829269373789611
0.3,0.35,0.3,19,4,0.3493828219874965
0.63,0.73,0.82,110,0,0.6722529569310018
0.17,0.12,0.37,111,0,0.22437056823669269
0.79,0.92,0.68,112,3,0.8135662730016913
0.86,0.83,0.85,113,3,0.8376082066282977
0.67,0.75,0.64,114,1,0.7724505124510667
0.17,0.24,0.18,115,3,0.21944338488553045
0.23,0.36,0.3,116,0,0.30217954276523545
0.73,0.9,0.78,117,0,0.849385589313122
0.57,0.71,0.66,118,1,0.7233934287107844
0.95,0.76,0.75,119,1,0.719223874366175
0.17,0.23,0.2,120,0,0.2266105492738538
0.14,0.27,0.19,121,2,0.22040533911712568
0.78,0.79,0.67,122,1,0.6569009221273052
0.08,0.07,0.32,123,0,0.15792957910170533
0.7,0.74,0.84,124,3,0.7158608062526103
0.19,0.23,0.2,125,0,0.2036365735323345
0.74,0.77,0.91,126,1,0.8450229598274741
0.69,0.74,0.69,127,2,0.6753079491953258
0.82,0.84,0.64,20,6,0.7438064173491078
0.83,0.79,0.69,21,7,0.6589531377648341
0.23,0.14,0.28,22,6,0.2269254098020395
0.63,0.63,0.58,23,8,0.5395446236167123
0.71,0.75,0.75,24,7,0.7786852744313684
0.8,0.91,0.71,25,7,0.8649854746271535
0.53,0.75,0.8,26,7,0.6529824502280132
0.8,0.66,0.61,27,7,0.6972571048114033
0.59,0.67,0.59,28,7,0.5361283122897872
0.77,0.86,0.55,29,6,0.7807577162344156
0.54,0.6,0.61,210,7,0.4991583567882688
0.71,0.82,0.67,211,6,0.6602252055287114
0.77,0.88,0.7,212,6,0.6919321005947581
0.23,0.27,0.16,213,6,0.19003231662262146
0.38,0.26,0.41,214,6,0.38839706221564313
0.6,0.65,0.68,215,6,0.6110393218800959
0.77,0.73,0.7,216,6,0.8264307754314877
0.68,0.84,0.83,217,7,0.67699317480031
0.76,0.74,0.58,218,9,0.6875020909456845
0.77,0.93,0.79,219,7,0.8899186642663445
0.74,0.85,0.86,220,6,0.8841935581422048
0.53,0.67,0.67,221,8,0.5556428427777776
0.12,0.18,0.31,222,6,0.2022656646817519
0.22,0.23,0.37,223,6,0.2869761696922083
0.21,0.31,0.08,224,6,0.1812350841901182
0.12,0.34,0.1,225,6,0.1683880506198337
0.65,0.81,0.83,226,6,0.8169337716644388
0.88,0.74,0.66,227,6,0.7858870284501603
0.04,0.38,0.22,228,6,0.2404838922604599
0.9,0.69,0.72,229,6,0.6848594604915129
0.2,0.32,0.16,230,10,0.22553352273814284
0.26,0.37,0.07,231,9,0.21034831065479095
0.27,0.29,0.17,232,8,0.22607781699478044
0.26,0.2,0.14,233,8,0.22174704892140698
0.8,0.72,0.75,234,10,0.7239817155039522
0.69,0.72,0.65,235,10,0.7225732285861038
0.66,0.76,0.8,236,10,0.7711723269576127
0.75,0.83,0.63,237,10,0.7481356558035381
0.72,0.66,0.68,30,15,0.5971426420513726
0.52,0.78,0.8,31,11,0.6915452425664443
0.07,0.27,0.15,32,16,0.16299479013661983
0.21,0.13,0.15,33,16,0.1470678925451319
0.1,0.29,0.2,34,11,0.16721188687629296
0.58,0.84,0.52,35,11,0.741964187302558
0.59,0.74,0.64,36,13,0.739214440731383
0.81,0.6,0.84,37,12,0.7681419372556482
0.77,0.66,0.82,38,11,0.6417050785931351
0.29,0.31,0.22,39,12,0.2704356346787238
0.65,0.81,0.61,310,11,0.7314148811518563
0.59,0.72,0.66,311,12,0.6498859686637707
0.25,0.21,0.09,312,13,0.172414458691273
0.78,0.55,0.76,313,11,0.61040123944343
0.6,0.61,0.75,314,12,0.6207393798686803
0.19,0.31,0.05,315,14,0.18839485090187538
0.63,0.61,0.61,316,12,0.7057022232257932
0.5,0.83,0.58,317,11,0.7248995256027007
0.82,0.77,0.66,318,12,0.641997835166766
0.8,0.66,0.54,319,11,0.6466560798613794
0.73,0.66,0.62,40,17,0.6016476589743217
0.54,0.62,0.72,41,18,0.703260949155199
0.17,0.07,0.24,42,17,0.17098667667709536
0.56,0.72,0.6,43,17,0.6866068680321032
0.57,0.73,0.79,44,17,0.7588702947377279
0.75,0.52,0.6,45,19,0.7042063452754326
0.61,0.61,0.55,46,21,0.6633861805936906
0.67,0.68,0.64,47,17,0.6678017002163711
0.66,0.59,0.74,48,17,0.5991061947786305
0.18,0.18,0.14,49,17,0.15465678916656628
0.75,0.74,0.78,410,17,0.7766173066846241
0.12,0.12,0.21,411,17,0.147343100835861
0.79,0.71,0.73,412,18,0.665211242754067
0.21,0.1,0.09,413,19,0.1454927190159657
0.66,0.58,0.58,414,17,0.6393345631522486
0.74,0.68,0.61,415,19,0.6084276063107174
0.72,0.7,0.66,416,19,0.7315742535014929
0.24,0.07,0.24,417,18,0.1651575342296322
0.69,0.74,0.6,418,18,0.6084804197310838
0.25,0.11,0.24,419,20,0.21136232371145106
0.21,0.1,0.04,50,27,0.12708287102857443
0.63,0.53,0.63,51,24,0.5135049949816286
0.71,0.64,0.57,52,22,0.5747111036218776
0.11,0.04,0.12,53,22,0.09990332843045371
0.71,0.71,0.7,54,24,0.8021106261101549
0.59,0.68,0.7,56,24,0.5627857404879287
0.61,0.74,0.65,55,25,0.7137405329501983
0.55,0.58,0.59,58,23,0.5908264810262596
0.66,0.52,0.56,57,22,0.622581679533553
0.68,0.64,0.71,59,22,0.5973543227865395
0.13,0.21,0.06,510,27,0.15201791282568863
0.75,0.72,0.67,511,23,0.7005638801459516
0.07,0.21,0.2,512,22,0.1484078928157748
0.21,0.01,0.1,513,26,0.09463524620152974
0.52,0.64,0.6,514,26,0.5261928392504557
0.33,0.25,0.29,10,5,0.27463691227357356
0.21,0.32,0.36,11,5,0.28290672109895343
0.84,0.62,0.77,12,1,0.6812360659492075
0.15,0.17,0.3,13,2,0.20681797350223635
0.27,0.37,0.25,14,0,0.25869686265006775
0.78,0.81,0.96,15,0,0.8569122921988352
0.09,0.49,0.13,16,0,0.2250282700588459
0.7,0.67,0.71,17,1,0.6554550608515626
0.25,0.34,0.29,18,0,0.2936069340700752
0.25,0.05,0.2,19,4,0.1882082905973681
0.67,0.73,0.8,110,0,0.7531712099595359
0.19,0.3,0.22,111,0,0.21625345764206544
0.65,0.69,0.78,112,3,0.8119254387756161
0.82,0.84,0.71,113,3,0.819877263199718
0.95,0.59,0.72,114,1,0.6414713013832792
0.85,0.61,0.77,115,3,0.8000882298426081
0.75,0.8,0.68,116,0,0.8263128397184073
0.26,0.16,0.07,117,0,0.14366504911821265
0.79,0.74,0.58,118,1,0.7831157394413821
0.81,0.61,0.61,119,1,0.6442328367092562
0.68,0.7,0.84,120,0,0.7771616796045652
0.28,0.4,0.26,121,2,0.3598207448015775
0.8,0.69,0.77,122,1,0.7230805981302244
0.42,0.18,0.16,123,0,0.23134034007672033
0.74,0.83,0.69,124,3,0.8537725437077214
0.1,0.17,0.33,125,0,0.2149582145874799
0.87,0.7,0.91,126,1,0.9474160503701747
0.76,0.77,0.57,127,2,0.7459594826985153
0.23,0.25,0.09,20,6,0.16729484964746003
0.52,0.63,0.77,21,7,0.7329283281316694
0.9,0.82,0.6,22,6,0.7937343222234027
0.83,0.62,0.73,23,8,0.7370169988164332
0.63,0.83,0.61,24,7,0.6665695039379994
0.6,0.63,0.61,25,7,0.665627992680657
0.71,0.85,0.78,26,7,0.8942429199655824
0.78,0.73,0.74,27,7,0.6575926011647684
0.55,0.58,0.8,28,7,0.7048787452023605
0.92,0.64,0.76,29,6,0.6704095130147839
0.8,0.89,0.53,210,7,0.6582450339235756
0.92,0.87,0.75,211,6,0.7308488878211412
0.77,0.69,0.69,212,6,0.6159183171418938
0.61,0.72,0.94,213,6,0.7216079950314953
0.23,0.29,0.18,214,6,0.22334040878975195
0.23,0.12,0.26,215,6,0.19817005436679674
0.82,0.81,0.77,216,6,0.8200957324085816
0.66,0.69,0.71,217,7,0.6945114121921324
0.62,0.78,0.67,218,9,0.5973850437183068
0.52,0.63,0.61,219,7,0.5746210650568679
0.68,0.64,0.7,220,6,0.6855156459324522
0.78,0.65,0.72,221,8,0.7934610941797513
0.15,0.31,0.17,222,6,0.17956993349781128
0.65,0.73,0.84,223,6,0.7358786925241597
0.27,0.22,0.29,224,6,0.22158168088384733
0.86,0.78,0.69,225,6,0.6687533624083332
0.72,0.75,0.61,226,6,0.6605849122992796
0.84,0.6,0.71,227,6,0.8189037604494115
0.29,0.32,0.26,228,6,0.3067780780635965
0.69,0.77,0.73,229,6,0.6251967612938764
0.19,0.36,0.27,230,10,0.29291385779811835
0.25,0.27,0.35,231,9,0.24965804954600393
0.1,0.02,0.28,232,8,0.11721424834492535
0.24,0.15,0.29,233,8,0.2131217278026803
0.75,0.71,0.55,234,10,0.7154130246883349
0.67,0.68,0.53,235,10,0.6847845931132432
0.83,0.69,0.67,236,10,0.7416514522646664
0.65,0.76,0.56,237,10,0.6838309519352552
0.74,0.62,0.73,30,15,0.7070273742971609
0.19,0.06,0.17,31,11,0.14386666147085697
0.09,0.22,0.11,32,16,0.13448882771219567
0.09,0.21,0.15,33,16,0.15150290281815232
0.68,0.59,0.76,34,11,0.673243505161838
0.71,0.66,0.83,35,11,0.7923070807325745
0.73,0.7,0.7,36,13,0.7612494485439886
0.76,0.74,0.54,37,12,0.7141968319614379
0.69,0.68,0.69,38,11,0.6396988686490809
0.12,0.2,0.2,39,12,0.16114384037132173
0.74,0.82,0.61,310,11,0.7955244658038348
